id;UNIDAD;MUNICIPIO;Match_addr;ARC_Street;CODIGO;PERIODO;DIRECCION;Delito;x;y
12628;MEBOG;Bogota;CL 17-99 2, BOGOTA;CL 17 KR 99;110241327;2011;CL 17 KR 99;h_personas;-74,13956583;4,672707179
12629;MEBOG;Bogota;CL 47B-24 S 2, BOGOTA;CL 47 B SUR KR 24;110241329;2011;CL 47 B SUR KR 24;h_personas;-74,12392187;4,57925936
12630;MEBOG;Bogota;CL 134D-45A 21, BOGOTA;CL 134 D KR 45 A 21;110241331;2011;CL 134 D KR 45 A 21;h_personas;-74,04723076;4,721036737
12631;MEBOG;Bogota;CL 82-11 2, BOGOTA;CL 82 KR 11;110241333;2011;CL 82 KR 11;h_personas;-74,04726945;4,666316594
12632;MEBOG;Bogota;KR 114B-151 28, BOGOTA;KR 114 B OCCIDENTE CL 151 C 28 NORTE;110241334;2011;KR 114 B OCCIDENTE CL 151 C 28 NORTE;h_personas;-74,09463449;4,755572932
12633;MEBOG;Bogota;CL 79-69 2, BOGOTA;CL 79 KR 69 P;110241336;2011;CL 79 KR 69 P;h_personas;-74,08248896;4,692749101
12634;MEBOG;Bogota;KR 13-85 26, BOGOTA;KR 13 CL 85 26;110241337;2011;KR 13 CL 85 26;h_personas;-74,04775807;4,669975538
12635;MEBOG;Bogota;KR 17-56 2, BOGOTA;KR 17 CL 56;110241338;2011;KR 17 CL 56;h_personas;-74,06295548;4,644356371
12636;MEBOG;Bogota;KR 30-12B 55, BOGOTA;KR 30 CL 12 B 55;110241339;2011;KR 30 CL 12 B 55;h_personas;-74,08669695;4,614320098
12637;MEBOG;Bogota;KR 23-104 33, BOGOTA;AK 23 CL 104 33;110241340;2011;AK 23 CL 104 33;h_personas;-74,04970134;4,691878017
12638;MEBOG;Bogota;KR 72-36 S 2, BOGOTA;KR 72 CL 36 SUR;110241343;2011;KR 72 CL 36 SUR;h_personas;-74,14097922;4,617766698
12639;MEBOG;Bogota;KR 50-64 72, BOGOTA;KR 50 CL 64 72;110241344;2011;KR 50 CL 64 72;h_personas;-74,07305194;4,660539231
12640;MEBOG;Bogota;CL 72-8 56, BOGOTA;CL 72 KR 8 56;110241345;2011;CL 72 KR 8 56;h_personas;-74,05098389;4,656417109
12641;MEBOG;Bogota;CL 90-15 2, BOGOTA;CL 90 KR 15;110241347;2011;CL 90 KR 15;h_personas;-74,04741815;4,675017149
12642;MEBOG;Bogota;CL 127-15 20, BOGOTA;CL 127 KR 15 20;110241348;2011;CL 127 KR 15 20;h_personas;-74,03627533;4,704764015
12643;MEBOG;Bogota;KR 68-10 2, BOGOTA;KR 68 AC 10;110241350;2011;KR 68 AC 10;h_personas;-74,11512594;4,63277852
12644;MEBOG;Bogota;CL 19-30 2, BOGOTA;CL 19 KR 30;110241351;2011;CL 19 KR 30;h_personas;-74,08393538;4,620020248
12645;MEBOG;Bogota;CL 41-28 2, BOGOTA;CL 41 KR 28;110241353;2011;CL 41 KR 28;h_personas;-74,07379142;4,632657533
12646;MEBOG;Bogota;KR 70-96 2, BOGOTA;KR 70 CL 96;110241354;2011;KR 70 CL 96;h_personas;-74,07277703;4,692295962
12647;MEBOG;Bogota;KR 18B-69 S 26, BOGOTA;KR 18 B CL 69 26 SUR;110241355;2011;KR 18 B CL 69 26 SUR;h_personas;-74,13896966;4,549695955
12648;MEBOG;Bogota;KR 74A-64 S 15, BOGOTA;KR 74 A CL 64 15 SUR;110241356;2011;KR 74 A CL 64 15 SUR;h_personas;-74,16752277;4,583573563
12649;MEBOG;Bogota;CL 50-13 2, BOGOTA;CL 50 KR 13;110241357;2011;CL 50 KR 13;h_personas;-74,05989146;4,637693803
12650;MEBOG;Bogota;KR 90-149 2, BOGOTA;KR 90 OCCIDENTE CL 149 NORTE;110241358;2011;KR 90 OCCIDENTE CL 149 NORTE;h_personas;-74,07686912;4,746636776
12651;MEBOG;Bogota;CL 179-6 29, BOGOTA;CL 179 KR 6 29;110241359;2011;CL 179 KR 6 29;h_personas;-74,01831928;4,756159438
12652;MEBOG;Bogota;KR 16D-159 83, BOGOTA;KR 16 D CL 159 83;110241361;2011;KR 16 D CL 159 83;h_personas;-74,03529944;4,739616164
12653;MEBOG;Bogota;KR 46-187 30, BOGOTA;KR 46 CL 187 30;110241362;2011;KR 46 CL 187 30;h_personas;-74,03964225;4,766367331
12654;MEBOG;Bogota;KR 55-79A 2, BOGOTA;KR 55 CL 79 A;110241363;2011;KR 55 CL 79 A;h_personas;-74,06664359;4,675615286
12655;MEBOG;Bogota;KR 10-1 S 16, BOGOTA;KR 10 CL 1 S 16 SUR;110241364;2011;KR 10 CL 1 S 16 SUR;h_personas;-74,07972301;4,58915468
12656;MEBOG;Bogota;KR 24-39 2, BOGOTA;KR 24 CL 39;110241367;2011;KR 24 CL 39;h_personas;-74,07109826;4,628252816
12657;MEBOG;Bogota;KR 7-49 2, BOGOTA;KR 7 CL 49;110241369;2011;KR 7 CL 49;h_personas;-74,05776082;4,636621686
12658;MEBOG;Bogota;CL 116-19 2, BOGOTA;CL 116 KR 19;110241370;2011;CL 116 KR 19;h_personas;-74,04055007;4,698115289
12659;MEBOG;Bogota;KR 4-37A SE 25, BOGOTA;KR 4 ESTE CL 37 A 25 SUR;110241372;2011;KR 4 ESTE CL 37 A 25 SUR;h_personas;-74,08667314;4,553033171
12660;MEBOG;Bogota;CL 168-20 59, BOGOTA;CL 168 KR 20 59;110241373;2011;CL 168 KR 20 59;h_personas;-74,03821736;4,749130267
12661;MEBOG;Bogota;KR 79-40 2, BOGOTA;KR 79 CL 40;110241374;2011;KR 79 CL 40;h_personas;-74,11552076;4,66970739
12662;MEBOG;Bogota;CL 62A-71D S 42, BOGOTA;CL 62 A SUR KR 71 D 42;110241375;2011;CL 62 A SUR KR 71 D 42;h_personas;-74,1597756;4,591127018
12663;MEBOG;Bogota;CL 48L-5H S 2, BOGOTA;CL 48 L SUR KR 5 H;110241376;2011;CL 48 L SUR KR 5 H;h_personas;-74,10587168;4,556443869
12664;MEBOG;Bogota;CL 19-13 2, BOGOTA;CL 19 KR 13;110241378;2011;CL 19 KR 13;h_personas;-74,06963005;4,608518184
12665;MEBOG;Bogota;CL 3-19 S 18, BOGOTA;CL 3 S SUR KR 19 18;110241379;2011;CL 3 S SUR KR 19 18;h_personas;-74,08963097;4,593215517
12666;MEBOG;Bogota;KR 22-58 S 26, BOGOTA;KR 22 CL 58 26 SUR;110241380;2011;KR 22 CL 58 26 SUR;h_personas;-74,13680926;4,570578944
12667;MEBOG;Bogota;KR 8-15 73, BOGOTA;KR 8 CL 15 73;110241381;2011;KR 8 CL 15 73;h_personas;-74,06833068;4,603264117
12668;MEBOG;Bogota;CL 147-7 2, BOGOTA;CL 147 KR 7;110241382;2011;CL 147 KR 7;h_personas;-74,0205367;4,723295338
12669;MEBOG;Bogota;KR 28A-1D 2, BOGOTA;KR 28 A CL 1 D;110241383;2011;KR 28 A CL 1 D;h_personas;-74,09666714;4,598995766
12670;MEBOG;Bogota;CL 80-84 10, BOGOTA;CL 80 KR 84 10;110241385;2011;CL 80 KR 84 10;h_personas;-74,09400987;4,702683519
12671;MEBOG;Bogota;KR 11-82 3, BOGOTA;KR 11 CL 82 3;110241387;2011;KR 11 CL 82 3;h_personas;-74,04732467;4,666389353
12672;MEBOG;Bogota;CL 47B-26 S 2, BOGOTA;CL 47 B SUR KR 26;110241388;2011;CL 47 B SUR KR 26;h_personas;-74,12455464;4,581522843
12673;MEBOG;Bogota;CL 47B-26 S 2, BOGOTA;CL 47 B SUR KR 26;110241389;2011;CL 47 B SUR KR 26;h_personas;-74,12455464;4,581522843
12674;MEBOG;Bogota;CL 17-18 S 3, BOGOTA;CL 17 SUR KR 18 3;110241390;2011;CL 17 SUR KR 18 3;h_personas;-74,09506843;4,585881792
12675;MEBOG;Bogota;CL 94-14 2, BOGOTA;CL 94 KR 14;110241391;2011;CL 94 KR 14;h_personas;-74,04411727;4,679701257
12676;MEBOG;Bogota;CL 137A-154A 21, BOGOTA;CL 137 A KR 154 A 21;110241392;2011;CL 137 A KR 154 A 21;h_personas;-74,12035615;4,74451997
12677;MEBOG;Bogota;KR 13-20 96, BOGOTA;KR 13 CL 20 96;110241393;2011;KR 13 CL 20 96;h_personas;-74,06820952;4,610099196
12678;MEBOG;Bogota;CL 8C-92 72, BOGOTA;CL 8 C KR 92 72;110241394;2011;CL 8 C KR 92 72;h_personas;-74,14200222;4,647067586
12679;MEBOG;Bogota;KR 50-48 2, BOGOTA;KR 50 DG 48;110241396;2011;KR 50 DG 48;h_personas;-74,10387;4,624001045
12680;MEBOG;Bogota;KR 15-19 2, BOGOTA;KR 15 CL 19;110241397;2011;KR 15 CL 19;h_personas;-74,07131032;4,609719968
12681;MEBOG;Bogota;CL 85-11 2, BOGOTA;CL 85 KR 11;110241398;2011;CL 85 KR 11;h_personas;-74,04581406;4,668472719
12682;MEBOG;Bogota;CL 45-51 S 96, BOGOTA;CL 45 C SUR KR 51 . 96;110241399;2011;CL 45 C SUR KR 51 . 96;h_personas;-74,12652556;4,594472503
12683;MEBOG;Bogota;KR 30-15 2, BOGOTA;KR 30 CL 15;110241401;2011;KR 30 CL 15;h_personas;-74,08444321;4,616288317
12684;MEBOG;Bogota;CL 79-112C 7, BOGOTA;CL 79 KR 112 C 7;110241402;2011;CL 79 KR 112 C 7;h_personas;-74,11539426;4,719790968
12685;MEBOG;Bogota;CL 144-12 55, BOGOTA;CL 144 KR 12 55;110241403;2011;CL 144 KR 12 55;h_personas;-74,02280529;4,720300282
12686;MEBOG;Bogota;CL 61-13 2, BOGOTA;CL 61 KR 13;110241404;2011;CL 61 KR 13;h_personas;-74,05815975;4,648419833
12687;MEBOG;Bogota;CL 23-13 2, BOGOTA;CL 23 KR 13;110241406;2011;CL 23 KR 13;h_personas;-74,06764035;4,610970747
12688;MEBOG;Bogota;KR 50-18 2, BOGOTA;KR 50 CL 18;110241407;2011;KR 50 CL 18;h_personas;-74,09839989;4,631446409
12689;MEBOG;Bogota;CL 24-37 15, BOGOTA;CL 24 KR 37 15;110241408;2011;CL 24 KR 37 15;h_personas;-74,08015947;4,630059231
12690;MEBOG;Bogota;CL 67-87 S 2, BOGOTA;CL 67 . SUR KR 87 K 4;110241410;2011;CL 67 . SUR KR 87 K 4;h_personas;-74,18663881;4,620714287
12691;MEBOG;Bogota;CL 40-27 S 2, BOGOTA;CL 40 SUR KR 27 S;110241411;2011;CL 40 SUR KR 27 S;h_personas;-74,11822815;4,584559355
12692;MEBOG;Bogota;KR 14A-57 2, BOGOTA;KR 14 A CL 57;110241412;2011;KR 14 A CL 57;h_personas;-74,0607149;4,644716438
12693;MEBOG;Bogota;KR 1-22 75, BOGOTA;KR 1 CL 22 75;110241413;2011;KR 1 CL 22 75;h_personas;-74,05963166;4,605373115
12694;MEBOG;Bogota;KR 24-23 S 49, BOGOTA;KR 24 CL 23 49 SUR;110241414;2011;KR 24 CL 23 49 SUR;h_personas;-74,10118973;4,584920859
12695;MEBOG;Bogota;DG 16-65B 2, BOGOTA;DG 16 KR 65 B;110241416;2011;DG 16 KR 65 B;h_personas;-74,10815355;4,638534824
12696;MEBOG;Bogota;KR 17-19A S 32, BOGOTA;KR 17 CL 19 A 32 SUR;110241418;2011;KR 17 CL 19 A 32 SUR;h_personas;-74,09667079;4,58374085
12697;MEBOG;Bogota;KR 18-13 2, BOGOTA;KR 18 CL 13;110241419;2011;KR 18 CL 13;h_personas;-74,07756094;4,607125263
12698;MEBOG;Bogota;CL 155-99A 20, BOGOTA;CL 155 KR 99 A 20;110241420;2011;CL 155 KR 99 A 20;h_personas;-74,08233721;4,75526901
12699;MEBOG;Bogota;CL 166-20 2, BOGOTA;CL 166 KR 20;110241421;2011;CL 166 KR 20;h_personas;-74,03806173;4,747121299
12700;MEBOG;Bogota;CL 127B-7C 33, BOGOTA;CL 127 B KR 7 C 33;110241422;2011;CL 127 B KR 7 C 33;h_personas;-74,02538105;4,7052945
12701;MEBOG;Bogota;KR 38A-1H 13, BOGOTA;KR 38 A CL 1 H 13;110241423;2011;KR 38 A CL 1 H 13;h_personas;-74,10538157;4,607930911
12702;MEBOG;Bogota;CL 139-94 90, BOGOTA;CL 139 KR 94 90;110241425;2011;CL 139 KR 94 90;h_personas;-74,08289706;4,738883343
12703;MEBOG;Bogota;CL 92-11 2, BOGOTA;CL 92 KR 11;110241428;2011;CL 92 KR 11;h_personas;-74,04233158;4,67429415
12704;MEBOG;Bogota;KR 92-145A 2, BOGOTA;KR 92 CL 145 A;110241429;2011;KR 92 CL 145 A;h_personas;-74,07974969;4,739493531
12705;MEBOG;Bogota;KR 111C-86 74, BOGOTA;KR 111 C CL 86 74;110241430;2011;KR 111 C CL 86 74;h_personas;-74,10927446;4,722539048
12706;MEBOG;Bogota;KR 21-166 2, BOGOTA;KR 21 CL 166;110241431;2011;KR 21 CL 166;h_personas;-74,02181041;4,744210961
12707;MEBOG;Bogota;CL 23-68 50, BOGOTA;CL 23 KR 68 50;110241432;2011;CL 23 KR 68 50;h_personas;-74,10666133;4,644967839
12708;MEBOG;Bogota;CL 93B-11A 44, BOGOTA;CL 93 B KR 11 A 44;110241433;2011;CL 93 B KR 11 A 44;h_personas;-74,04194822;4,677465374
12709;MEBOG;Bogota;KR 6-3 2, BOGOTA;KR 6 CL 3;110241434;2011;KR 6 CL 3;h_personas;-74,07297514;4,590572001
12710;MEBOG;Bogota;KR 53-102 2, BOGOTA;KR 53 CL 102;110241435;2011;KR 53 CL 102;h_personas;-74,06884198;4,696797022
12711;MEBOG;Bogota;KR 16-127 31, BOGOTA;KR 16 CL 127 31;110241436;2011;KR 16 CL 127 31;h_personas;-74,03872502;4,705881783
12712;MEBOG;Bogota;CL 100-7 2, BOGOTA;CL 100 KR 7;110241437;2011;CL 100 KR 7;h_personas;-74,0324918;4,680750177
12713;MEBOG;Bogota;CL 77-7 2, BOGOTA;CL 77 KR 7;110241439;2011;CL 77 KR 7;h_personas;-74,046683;4,66005963
12714;MEBOG;Bogota;KR 26-45A 43, BOGOTA;KR 26 CL 45 A 43;110241440;2011;KR 26 CL 45 A 43;h_personas;-74,07092767;4,635547221
12715;MEBOG;Bogota;CL 34-20 S 2, BOGOTA;CL 34 SUR KR 20;110241441;2011;CL 34 SUR KR 20;h_personas;-74,11051137;4,578376663
12716;MEBOG;Bogota;KR 99-18 2, BOGOTA;KR 99 CL 18;110241442;2011;KR 99 CL 18;h_personas;-74,13831156;4,673684974
12717;MEBOG;Bogota;CL 116-16 2, BOGOTA;CL 116 AC 16;110241444;2011;CL 116 AC 16;h_personas;-74,03878021;4,697553929
12718;MEBOG;Bogota;CL 60-80 S 2, BOGOTA;CL 60 SUR KR 80;110241445;2011;CL 60 SUR KR 80;h_personas;-74,17559791;4,602614997
12719;MEBOG;Bogota;KR 13-15 8, BOGOTA;KR 13 CL 15 8;110241446;2011;KR 13 CL 15 8;h_personas;-74,07205134;4,605017375
12720;MEBOG;Bogota;KR 16-154 2, BOGOTA;KR 16 CL 154;110241447;2011;KR 16 CL 154;h_personas;-74,02192716;4,731159477
12721;MEBOG;Bogota;CL 3-30A 26, BOGOTA;CL 3 KR 30 A 25;110241448;2011;CL 3 KR 30 A 25;h_personas;-74,09700337;4,603005106
12722;MEBOG;Bogota;KR 18A-67 S 2, BOGOTA;KR 18 A CL 67 SUR;110241449;2011;KR 18 A CL 67 SUR;h_personas;-74,13839354;4,552237376
12723;MEBOG;Bogota;KR 68B-78 29, BOGOTA;KR 68 B OCCIDENTE CL 78 29 NORTE;110241450;2011;KR 68 B OCCIDENTE CL 78 29 NORTE;h_personas;-74,0766376;4,683182112
12724;MEBOG;Bogota;CL 65-77J S 49, BOGOTA;CL 65 . SUR KR 77 J 49;110241451;2011;CL 65 . SUR KR 77 J 49;h_personas;-74,17545135;4,599432956
12725;MEBOG;Bogota;CL 22-13 2, BOGOTA;CL 22 KR 13;110241453;2011;CL 22 KR 13;h_personas;-74,06820657;4,610282216
12726;MEBOG;Bogota;KR 13-32 2, BOGOTA;AK 13 CL 32;110241455;2011;AK 13 CL 32;h_personas;-74,0629089;4,619966087
12727;MEBOG;Bogota;CL 6-23 50, BOGOTA;CL 6 . KR 23 . 50;110241456;2011;CL 6 . KR 23 . 50;h_personas;-74,08694905;4,603170029
12728;MEBOG;Bogota;CL 152-72 85, BOGOTA;CL 152 KR 72 85;110241458;2011;CL 152 KR 72 85;h_personas;-74,0632003;4,740455226
12729;MEBOG;Bogota;CL 41A-3 SE 68, BOGOTA;CL 41 A SUR KR 3 68 ESTE;110241459;2011;CL 41 A SUR KR 3 68 ESTE;h_personas;-74,08910583;4,550167636
12730;MEBOG;Bogota;CL 9-39 2, BOGOTA;CL 9 KR 39;110241460;2011;CL 9 KR 39;h_personas;-74,09781823;4,616963657
12731;MEBOG;Bogota;CL 67-22 12, BOGOTA;CL 67 KR 22 12;110241461;2011;CL 67 KR 22 12;h_personas;-74,06319676;4,658091533
12732;MEBOG;Bogota;KR 13-20 94, BOGOTA;KR 13 CL 20 94;110241462;2011;KR 13 CL 20 94;h_personas;-74,0682251;4,610080146
12733;MEBOG;Bogota;KR 10-17 20, BOGOTA;KR 10 CL 17 20;110241465;2011;KR 10 CL 17 20;h_personas;-74,08504078;4,594692102
12734;MEBOG;Bogota;CL 85-11 2, BOGOTA;CL 85 KR 11;110241466;2011;CL 85 KR 11;h_personas;-74,04581406;4,668472719
12735;MEBOG;Bogota;TV 52B-1 S 41, BOGOTA;TR 52 B DG 1 41 SUR;110241469;2011;TR 52 B DG 1 41 SUR;h_personas;-74,11532216;4,611573305
12736;MEBOG;Bogota;KR 30-18 S 20, BOGOTA;KR 30 CL 18 20 SUR;110241470;2011;KR 30 CL 18 20 SUR;h_personas;-74,10335974;4,593124036
12737;MEBOG;Bogota;KR 19A-103A 67, BOGOTA;KR 19 A CL 103 A 67;110241471;2011;KR 19 A CL 103 A 67;h_personas;-74,04668839;4,690777711
12738;MEBOG;Bogota;DG 52B-55A S 27, BOGOTA;DG 52 B SUR KR 55 A 27;110241476;2011;DG 52 B SUR KR 55 A 27;h_personas;-74,13838706;4,587737539
12739;MEBOG;Bogota;KR 15-26 2, BOGOTA;AK 15 CL 26;110241478;2011;AK 15 CL 26;h_personas;-74,06757194;4,616720911
12740;MEBOG;Bogota;KR 15-96 2, BOGOTA;KR 15 CL 96;110241479;2011;KR 15 CL 96;h_personas;-74,0435956;4,68229196
12741;MEBOG;Bogota;CL 13-15 23, BOGOTA;CL 13 KR 15 23;110241480;2011;CL 13 KR 15 23;h_personas;-74,07523439;4,604679971
12742;MEBOG;Bogota;KR 67-12 2, BOGOTA;KR 67 CL 12;110241482;2011;KR 67 CL 12;h_personas;-74,113086;4,635237868
12743;MEBOG;Bogota;CL 77-81 47, BOGOTA;CL 77 KR 81 47;110241483;2011;CL 77 KR 81 47;h_personas;-74,0935882;4,69908296
12744;MEBOG;Bogota;CL 151C-104 50, BOGOTA;CL 151 C KR 104 C 50;110241486;2011;CL 151 C KR 104 C 50;h_personas;-74,08900578;4,75230522
12745;MEBOG;Bogota;CL 4-69B 2, BOGOTA;AC 4 KR 69 B;110241487;2011;AC 4 KR 69 B;h_personas;-74,12351556;4,626882089
12746;MEBOG;Bogota;CL 138-57 2, BOGOTA;CL 138 KR 57;110241488;2011;CL 138 KR 57;h_personas;-74,06472037;4,730823581
12747;MEBOG;Bogota;KR 35BIS-1C 31, BOGOTA;KR 35 BIS CL 1 C 31;110241489;2011;KR 35 BIS CL 1 C 31;h_personas;-74,10315115;4,603862271
12748;MEBOG;Bogota;KR 28-10 19, BOGOTA;KR 28 CL 10 19;110241490;2011;KR 28 CL 10 19;h_personas;-74,08759288;4,609632578
12749;MEBOG;Bogota;CL 14-9 2, BOGOTA;CL 14 KR 9;110241491;2011;CL 14 KR 9;h_personas;-74,06983601;4,602793798
12750;MEBOG;Bogota;KR 12B-137 11, BOGOTA;KR 12 B CL 137 11;110241493;2011;KR 12 B CL 137 11;h_personas;-74,03367224;4,719780435
12751;MEBOG;Bogota;CL 134-55 30, BOGOTA;CL 134 KR 55 30;110241494;2011;CL 134 KR 55 30;h_personas;-74,05645434;4,723066819
12752;MEBOG;Bogota;CL 150-16 56, BOGOTA;CL 150 KR 16 56;110241496;2011;CL 150 KR 16 56;h_personas;-74,02360127;4,726776678
12753;MEBOG;Bogota;KR 4-18 50, BOGOTA;KR 4 CL 18 50;110241499;2011;KR 4 CL 18 50;h_personas;-74,06339541;4,603381242
12754;MEBOG;Bogota;KR 49BIS-22 S 21, BOGOTA;KR 49 BIS CL 22 21 SUR;110241501;2011;KR 49 BIS CL 22 21 SUR;h_personas;-74,11895864;4,607408214
12755;MEBOG;Bogota;CL 7-7 2, BOGOTA;CL 7 KR 7;110241502;2011;CL 7 KR 7;h_personas;-74,07179792;4,594970322
12756;MEBOG;Bogota;CL 98-18 23, BOGOTA;CL 98 KR 18 23;110241505;2011;CL 98 KR 18 23;h_personas;-74,04573831;4,685086189
12757;MEBOG;Bogota;CALLE 55 4, BOGOTA;CL 55 KR 4 37;110241506;2011;CL 55 KR 4 37;h_personas;-74,04969438;4,638339233
12758;MEBOG;Bogota;CL 116-25 26, BOGOTA;CL 116 KR 25 26;110241507;2011;CL 116 KR 25 26;h_personas;-74,04479051;4,699372565
12759;MEBOG;Bogota;CL 24BIS-85B 21, BOGOTA;CL 24 BIS KR 85 B 21;110241508;2011;CL 24 BIS KR 85 B 21;h_personas;-74,11850093;4,67168725
12760;MEBOG;Bogota;KR 107-133 2, BOGOTA;KR 107 OCCIDENTE CL 133 NORTE;110241510;2011;KR 107 OCCIDENTE CL 133 NORTE;h_personas;-74,09553653;4,738561168
12761;MEBOG;Bogota;CL 152-12C 12, BOGOTA;CL 152 KR 12 C 12;110241512;2011;CL 152 KR 12 C 12;h_personas;-74,02931686;4,731368117
12762;MEBOG;Bogota;CL 38-73D S 2, BOGOTA;CL 38 SUR KR 73 D;110241513;2011;CL 38 SUR KR 73 D;h_personas;-74,14340958;4,619728356
12763;MEBOG;Bogota;KR 99-24 2, BOGOTA;KR 99 OCCIDENTE CL 24 NORTE;110241514;2011;KR 99 OCCIDENTE CL 24 NORTE;h_personas;-74,12759949;4,681309955
12764;MEBOG;Bogota;KR 9-6 S 2, BOGOTA;AK 9 CL 6 SUR;110241515;2011;AK 9 CL 6 SUR;h_personas;-74,08104636;4,58493082
12765;MEBOG;Bogota;KR 3-19 2, BOGOTA;KR 3 CL 19;110241516;2011;KR 3 CL 19;h_personas;-74,06235663;4,603466558
12766;MEBOG;Bogota;CL 4-7 2, BOGOTA;AC 4 AU 7;110241517;2011;AC 4 AU 7;h_personas;-74,073498;4,591924787
12767;MEBOG;Bogota;CL 116-7 2, BOGOTA;CL 116 KR 7;110241518;2011;CL 116 KR 7;h_personas;-74,02786594;4,694417992
12768;MEBOG;Bogota;CL 63C-20 12, BOGOTA;CL 63 C KR 20 12;110241519;2011;CL 63 C KR 20 12;h_personas;-74,06396394;4,653671164
12769;MEBOG;Bogota;CL 54-35 S 33, BOGOTA;CL 54 . SUR KR 35 . 33;110241520;2011;CL 54 . SUR KR 35 . 33;h_personas;-74,13592102;4,585328261
12770;MEBOG;Bogota;CL 41-16 S 2, BOGOTA;CL 41 S SUR KR 16 .;110241521;2011;CL 41 S SUR KR 16 .;h_personas;-74,11272136;4,57237582
12771;MEBOG;Bogota;KR 50-119 48, BOGOTA;KR 50 CL 119 48;110241522;2011;KR 50 CL 119 48;h_personas;-74,06410817;4,705349911
12772;MEBOG;Bogota;CL 187-20 45, BOGOTA;CL 187 KR 20 45;110241524;2011;CL 187 KR 20 45;h_personas;-74,03707674;4,763605493
12773;MEBOG;Bogota;CL 105-19A 85, BOGOTA;CL 105 KR 19 A 85;110241525;2011;CL 105 KR 19 A 85;h_personas;-74,04759399;4,692852256
12774;MEBOG;Bogota;CL 26-62 1, BOGOTA;CL 26 KR 62;110241526;2011;CL 26 KR 62;h_personas;-74,09462362;4,648366795
12775;MEBOG;Bogota;CL 67-12 2, BOGOTA;CL 67 KR 12;110241529;2011;CL 67 KR 12;h_personas;-74,05643984;4,653744588
12776;MEBOG;Bogota;KR 4-188 2, BOGOTA;KR 4 C CL 188;110241530;2011;KR 4 C CL 188;h_personas;-74,02150583;4,764171326
12777;MEBOG;Bogota;KR 8A-153 51, BOGOTA;KR 8 A CL 153 51;110241531;2011;KR 8 A CL 153 51;h_personas;-74,01800115;4,7282565
12778;MEBOG;Bogota;CL 63-22 S 21, BOGOTA;CL 63 SUR KR 22 21;110241533;2011;CL 63 SUR KR 22 21;h_personas;-74,14007563;4,566806795
12779;MEBOG;Bogota;CL 45-9 2, BOGOTA;CL 45 KR 9;110241535;2011;CL 45 KR 9;h_personas;-74,05975679;4,632390756
12780;MEBOG;Bogota;CL 21-112 51, BOGOTA;AC 21 KR 112 51;110241537;2011;AC 21 KR 112 51;h_personas;-74,14781041;4,67977764
12781;MEBOG;Bogota;KR 88I-52B S 34, BOGOTA;KR 88 I CL 52 B 34 SUR;110241538;2011;KR 88 I CL 52 B 34 SUR;h_personas;-74,17758596;4,63187123
12782;MEBOG;Bogota;CL 139-112 2, BOGOTA;CL 139 KR 112;110241539;2011;CL 139 KR 112;h_personas;-74,09768086;4,743924695
12783;MEBOG;Bogota;CL 14-5 2, BOGOTA;CL 14 . KR 5 .;110241540;2011;CL 14 . KR 5 .;h_personas;-74,06635525;4,60022741
12784;MEBOG;Bogota;CL 127-16 2, BOGOTA;CL 127 AC 16;110241541;2011;CL 127 AC 16;h_personas;-74,03873644;4,705049041
12785;MEBOG;Bogota;KR 68A-38H S 76, BOGOTA;KR 68 A CL 38 H 76 SUR;110241542;2011;KR 68 A CL 38 H 76 SUR;h_personas;-74,13091792;4,59986924
12786;MEBOG;Bogota;CL 57-47 64, BOGOTA;CL 57 KR 47 64;110241543;2011;CL 57 KR 47 64;h_personas;-74,0846197;4,653085326
12787;MEBOG;Bogota;KR 89BISA-63 S 67, BOGOTA;KR 89 BISA CL 63 . 67 SUR;110241544;2011;KR 89 BISA CL 63 . 67 SUR;h_personas;-74,19026536;4,627808818
12788;MEBOG;Bogota;KR 83-40 S 2, BOGOTA;KR 83 OCCIDENTE CL 40 SUR SUR;110241545;2011;KR 83 OCCIDENTE CL 40 SUR SUR;h_personas;-74,15219498;4,624173863
12789;MEBOG;Bogota;KR 16-127 31, BOGOTA;KR 16 CL 127 31;110241546;2011;KR 16 CL 127 31;h_personas;-74,03872502;4,705881783
12790;MEBOG;Bogota;CL 38-80 S 2, BOGOTA;CL 38 SUR KR 80;110241547;2011;CL 38 SUR KR 80;h_personas;-74,14812779;4,62413549
12791;MEBOG;Bogota;CL 29A-40A S 93, BOGOTA;CL 29 A SUR KR 40 A 93;110241548;2011;CL 29 A SUR KR 40 A 93;h_personas;-74,11599399;4,601193509
12792;MEBOG;Bogota;CL 85-18 2, BOGOTA;CL 85 KR 18;110241551;2011;CL 85 KR 18;h_personas;-74,05117964;4,671517356
12793;MEBOG;Bogota;CL 129-58C 40, BOGOTA;CL 129 KR 58 C 40;110241552;2011;CL 129 KR 58 C 40;h_personas;-74,06527203;4,71949172
12794;MEBOG;Bogota;CL 72A-81H S 14, BOGOTA;CL 72 A SUR KR 81 H 14;110241553;2011;CL 72 A SUR KR 81 H 14;h_personas;-74,19054082;4,612555651
12795;MEBOG;Bogota;CL 1DBIS-5 35, BOGOTA;CL 1 DBIS KR 5 35;110241554;2011;CL 1 DBIS KR 5 35;h_personas;-74,07330464;4,587710043
12796;MEBOG;Bogota;CL 49C-5Q S 39, BOGOTA;CL 49 C SUR KR 5 Q 39;110241559;2011;CL 49 C SUR KR 5 Q 39;h_personas;-74,11114148;4,5543259
