id;UNIDAD;MUNICIPIO;Match_addr;ARC_Street;CODIGO;PERIODO;DIRECCION;Delito;x;y
174;MEBOG;Bogota;CL 10-2 12, BOGOTA;CL 10 KR 2 12;110554080;2010;CL 10 KR 2 12;h_personas;-74,06590948;4,595081238
175;MEBOG;Bogota;CL 116-6 2, BOGOTA;CL 116 AU 6;110554081;2010;CL 116 AU 6;h_personas;-74,02569814;4,693847437
176;MEBOG;Bogota;KR 59B-51B S 16, BOGOTA;KR 59 B CL 51 B 16 SUR;110554082;2010;KR 59 B CL 51 B 16 SUR;h_personas;-74,14343251;4,587910707
177;MEBOG;Bogota;CL 145-108A 9, BOGOTA;CL 145 KR 108 A 9;110554083;2010;CL 145 KR 108 A 9;h_personas;-74,09314837;4,748327597
178;MEBOG;Bogota;CL 28-31 S 2, BOGOTA;CL 28 SUR KR 31;110554086;2010;CL 28 SUR KR 31;h_personas;-74,10756055;4,591988444
179;MEBOG;Bogota;CL 126-7 76, BOGOTA;CL 126 KR 7 76;110554088;2010;CL 126 KR 7 76;h_personas;-74,02402007;4,701562088
180;MEBOG;Bogota;KR 6-27 2, BOGOTA;KR 6 CL 27;110554089;2010;KR 6 CL 27;h_personas;-74,06297991;4,613796497
181;MEBOG;Bogota;CL 72-17 S 2, BOGOTA;CL 72 SUR KR 17;110554090;2010;CL 72 SUR KR 17;h_personas;-74,13157572;4,545933936
182;MEBOG;Bogota;CL 22B-42B 10, BOGOTA;CL 22 B KR 42 B 10;110554091;2010;CL 22 B KR 42 B 10;h_personas;-74,08763951;4,631053229
183;MEBOG;Bogota;KR 60-4 64, BOGOTA;KR 60 CL 4 64;110554093;2010;KR 60 CL 4 64;h_personas;-74,11432599;4,623029144
184;MEBOG;Bogota;TV 20-61 93, BOGOTA;TR 20 CL 61 93;110554095;2010;TR 20 CL 61 93;h_personas;-74,06614444;4,650316792
185;MEBOG;Bogota;CL 6-27 1, BOGOTA;CL 6 KR 27;110554097;2010;CL 6 KR 27;h_personas;-74,08992958;4,604763282
186;MEBOG;Bogota;CL 54-5A S 2, BOGOTA;CL 54 SUR KR 5 A;110554099;2010;CL 54 SUR KR 5 A;h_personas;-74,11060348;4,542776497
187;MEBOG;Bogota;KR 87B-19A 21, BOGOTA;KR 87 B CL 19 A 21;110554100;2010;KR 87 B CL 19 A 21;h_personas;-74,12835625;4,664501872
188;MEBOG;Bogota;CL 75C-34 S 41, BOGOTA;CL 75 C SUR KR 34 41;110554101;2010;CL 75 C SUR KR 34 41;h_personas;-74,16192027;4,565508205
189;MEBOG;Bogota;CL 27-6 2, BOGOTA;CL 27 KR 6;110554103;2010;CL 27 KR 6;h_personas;-74,06313844;4,614329905
190;MEBOG;Bogota;CL 4-71 2, BOGOTA;AC 4 KR 71;110554105;2010;AC 4 KR 71;h_personas;-74,12749419;4,627273571
191;MEBOG;Bogota;CL 10-40 2, BOGOTA;AC 10 KR 40;110554106;2010;AC 10 KR 40;h_personas;-74,09766525;4,618012096
192;MEBOG;Bogota;KR 3-51 2, BOGOTA;AK 3 CL 51;110554108;2010;AK 3 CL 51;h_personas;-74,05404653;4,636169651
193;MEBOG;Bogota;KR 19-12 2, BOGOTA;KR 19 CL 12;110554113;2010;KR 19 CL 12;h_personas;-74,07968595;4,606439926
194;MEBOG;Bogota;CL 132A-97 2, BOGOTA;CL 132 A KR 97;110554115;2010;CL 132 A KR 97;h_personas;-74,08596308;4,734869509
195;MEBOG;Bogota;KR 29-52B S 1, BOGOTA;KR 29 CL 52 B 1 SUR;110554117;2010;KR 29 CL 52 B 1 SUR;h_personas;-74,13221845;4,581085341
196;MEBOG;Bogota;KR 29-52B S 1, BOGOTA;KR 29 CL 52 B 1 SUR;110554118;2010;KR 29 CL 52 B 1 SUR;h_personas;-74,13221845;4,581085341
197;MEBOG;Bogota;KR 68-64 2, BOGOTA;KR 68 CL 64;110554121;2010;KR 68 CL 64;h_personas;-74,09278873;4,677290993
198;MEBOG;Bogota;CL 170-15 2, BOGOTA;CL 170 KR 15;110554122;2010;CL 170 KR 15;h_personas;-74,03220653;4,749972072
199;MEBOG;Bogota;CL 127-6 2, BOGOTA;CL 127 AU 6;110554123;2010;CL 127 AU 6;h_personas;-74,02306291;4,701865415
200;MEBOG;Bogota;KR 8-26 S 2, BOGOTA;KR 8 CL 26 SUR;110554124;2010;KR 8 CL 26 SUR;h_personas;-74,09015159;4,571678966
201;MEBOG;Bogota;KR 11-82 71, BOGOTA;KR 11 CL 82 71;110554125;2010;KR 11 CL 82 71;h_personas;-74,04655335;4,667436676
202;MEBOG;Bogota;CL 53-24 2, BOGOTA;CL 53 KR 24;110554129;2010;CL 53 KR 24;h_personas;-74,06826301;4,642296847
203;MEBOG;Bogota;KR 20-81 38, BOGOTA;KR 20 CL 81 38;110554130;2010;KR 20 CL 81 38;h_personas;-74,05413574;4,669370973
204;MEBOG;Bogota;KR 13-22 2, BOGOTA;AK 13 CL 22;110554131;2010;AK 13 CL 22;h_personas;-74,06812612;4,61020128
205;MEBOG;Bogota;CL 6A-89 42, BOGOTA;CL 6 A KR 89 42;110554132;2010;CL 6 A KR 89 42;h_personas;-74,15353367;4,648071596
206;MEBOG;Bogota;CL 100-7 2, BOGOTA;CL 100 KR 7;110554133;2010;CL 100 KR 7;h_personas;-74,0324918;4,680750177
207;MEBOG;Bogota;CL 103-19A 34, BOGOTA;CL 103 KR 19 A 34;110554134;2010;CL 103 KR 19 A 34;h_personas;-74,04708732;4,689496803
208;MEBOG;Bogota;CL 8-35 S 2, BOGOTA;CL 8 S KR 35;110554136;2010;CL 8 S KR 35;h_personas;-74,10570572;4,602947313
209;MEBOG;Bogota;CL 65-7 2, BOGOTA;CL 65 KR 7;110554138;2010;CL 65 KR 7;h_personas;-74,05348203;4,649767001
210;MEBOG;Bogota;KR 102B-148 31, BOGOTA;KR 102 B CL 148 31;110554140;2010;KR 102 B CL 148 31;h_personas;-74,08655503;4,747972607
211;MEBOG;Bogota;CL 67-81G S 2, BOGOTA;CL 67 SUR SUR KR 81 G OCCIDENTE;110554141;2010;CL 67 SUR SUR KR 81 G OCCIDENTE;h_personas;-74,18489037;4,612457808
212;MEBOG;Bogota;CL 20-82 52, BOGOTA;CL 20 KR 82 52;110554142;2010;CL 20 KR 82 52;h_personas;-74,12555122;4,663654671
213;MEBOG;Bogota;KR 23-18 2, BOGOTA;AK 23 CL 18;110554143;2010;AK 23 CL 18;h_personas;-74,07651559;4,616408255
214;MEBOG;Bogota;KR 92-146 44, BOGOTA;KR 92 CL 146 44;110554144;2010;KR 92 CL 146 44;h_personas;-74,07882987;4,744085268
215;MEBOG;Bogota;CL 19-24 2, BOGOTA;CL 19 KR 24;110554145;2010;CL 19 KR 24;h_personas;-74,07860682;4,615463566
216;MEBOG;Bogota;KR 41-3C 17, BOGOTA;KR 41 CL 3 C 17;110554146;2010;KR 41 CL 3 C 17;h_personas;-74,105457;4,614310282
217;MEBOG;Bogota;CL 19-3 2, BOGOTA;CL 19 . AK 3;110554147;2010;CL 19 . AK 3;h_personas;-74,06259614;4,603634281
218;MEBOG;Bogota;CL 167-51 40, BOGOTA;CL 167 KR 51 40;110554148;2010;CL 167 KR 51 40;h_personas;-74,04803621;4,749751322
219;MEBOG;Bogota;KR 13-28 2, BOGOTA;KR 13 CL 28;110554149;2010;KR 13 CL 28;h_personas;-74,06421204;4,616032818
220;MEBOG;Bogota;CL 3-53 2, BOGOTA;CL 3 KR 53;110554150;2010;CL 3 KR 53;h_personas;-74,11231996;4,618769517
221;MEBOG;Bogota;KR 13-64 2, BOGOTA;KR 13 CL 64;110554152;2010;KR 13 CL 64;h_personas;-74,05756132;4,651255897
222;MEBOG;Bogota;CL 46-5 58, BOGOTA;CL 46 KR 5 58;110554153;2010;CL 46 KR 5 58;h_personas;-74,0570815;4,63279231
223;MEBOG;Bogota;KR 64-24 67, BOGOTA;KR 64 CL 24 67;110554155;2010;KR 64 CL 24 67;h_personas;-74,09746573;4,647549801
224;MEBOG;Bogota;KR 18-51 78, BOGOTA;KR 18 . CL 51 78;110554157;2010;KR 18 . CL 51 78;h_personas;-74,06440533;4,640258409
225;MEBOG;Bogota;KR 81-70A S 2, BOGOTA;KR 81 CL 70 A SUR;110554158;2010;KR 81 CL 70 A SUR;h_personas;-74,1875156;4,609919749
226;MEBOG;Bogota;KR 96B-16 20, BOGOTA;KR 96 B CL 16 20;110554159;2010;KR 96 B CL 16 20;h_personas;-74,13793931;4,665742864
227;MEBOG;Bogota;CL 8C-87B 75, BOGOTA;CL 8 C KR 87 B 75;110554160;2010;CL 8 C KR 87 B 75;h_personas;-74,14546292;4,651445084
228;MEBOG;Bogota;CL 57A-56 4, BOGOTA;CL 57 A KR 56 04;110554161;2010;CL 57 A KR 56 04;h_personas;-74,08271949;4,651722844
229;MEBOG;Bogota;CL 134-59A 81, BOGOTA;CL 134 KR 59 A 81;110554163;2010;CL 134 KR 59 A 81;h_personas;-74,06511581;4,726272988
230;MEBOG;Bogota;KR 7-161 2, BOGOTA;KR 7 CL 161;110554166;2010;KR 7 CL 161;h_personas;-74,01836181;4,736599186
231;MEBOG;Bogota;KR 7-161 2, BOGOTA;KR 7 CL 161;110554167;2010;KR 7 CL 161;h_personas;-74,01836181;4,736599186
232;MEBOG;Bogota;KR 25-51 2, BOGOTA;KR 25 CL 51;110554168;2010;KR 25 CL 51;h_personas;-74,06921202;4,64032141
233;MEBOG;Bogota;KR 69-25 39, BOGOTA;KR 69 CL 25 39;110554169;2010;KR 69 CL 25 39;h_personas;-74,10244715;4,657434677
234;MEBOG;Bogota;CL 8C-87B 75, BOGOTA;CL 8 C SUR KR 87 B 75 OCCIDENTE;110554170;2010;CL 8 C SUR KR 87 B 75 OCCIDENTE;h_personas;-74,14546292;4,651445084
235;MEBOG;Bogota;CL 11-16 2, BOGOTA;CL 11 KR 16;110554171;2010;CL 11 KR 16;h_personas;-74,07736741;4,60385965
236;MEBOG;Bogota;CL 6-5 SE 49, BOGOTA;CL 6 E SUR KR 5 49;110554172;2010;CL 6 E SUR KR 5 49;h_personas;-74,07154798;4,578563942
237;MEBOG;Bogota;CL 130-94 2, BOGOTA;CL 130 KR 94;110554174;2010;CL 130 KR 94;h_personas;-74,08432615;4,73157586
238;MEBOG;Bogota;CL 1D-29 2, BOGOTA;CL 1 D KR 29;110554175;2010;CL 1 D KR 29;h_personas;-74,09583847;4,600897006
239;MEBOG;Bogota;CL 57-24 2, BOGOTA;CL 57 . KR 24 .;110554176;2010;CL 57 . KR 24 .;h_personas;-74,07118193;4,64716675
240;MEBOG;Bogota;KR 67B-45 95, BOGOTA;KR 67 B CL 45 95;110554178;2010;KR 67 B CL 45 95;h_personas;-74,09485606;4,656636289
241;MEBOG;Bogota;KR 20-26 S 2, BOGOTA;KR 20 CL 26 SUR;110554179;2010;KR 20 CL 26 SUR;h_personas;-74,10136359;4,582598849
242;MEBOG;Bogota;CL 44-19 S 2, BOGOTA;CL 44 SUR KR 19;110554181;2010;CL 44 SUR KR 19;h_personas;-74,11790862;4,575443893
243;MEBOG;Bogota;KR 24-64 2, BOGOTA;KR 24 . CL 64 .;110554182;2010;KR 24 . CL 64 .;h_personas;-74,06567349;4,656613499
244;MEBOG;Bogota;CL 127-70G 58, BOGOTA;CL 127 KR 70 G 58;110554183;2010;CL 127 KR 70 G 58;h_personas;-74,07028541;4,711048128
245;MEBOG;Bogota;CL 23-68 2, BOGOTA;CL 23 KR 68;110554190;2010;CL 23 KR 68;h_personas;-74,10611924;4,644587028
246;MEBOG;Bogota;CL 3-69A S 91, BOGOTA;CL 3 S SUR KR 69 A 91;110554192;2010;CL 3 S SUR KR 69 A 91;h_personas;-74,1242034;4,620044128
247;MEBOG;Bogota;KR 90BIS-73 57, BOGOTA;KR 90 BIS OCCIDENTE CL 73 A 57 NORTE;110554193;2010;KR 90 BIS OCCIDENTE CL 73 A 57 NORTE;h_personas;-74,10261328;4,700231024
248;MEBOG;Bogota;CL 163-8B 2, BOGOTA;CL 163 KR 8 B;110554194;2010;CL 163 KR 8 B;h_personas;-74,01343584;4,736158814
249;MEBOG;Bogota;DG 38BISB-82 S 20, BOGOTA;DG 38 BISB SUR KR 82 20;110554196;2010;DG 38 BISB SUR KR 82 20;h_personas;-74,15600907;4,63375899
250;MEBOG;Bogota;KR 7-20 2, BOGOTA;KR 7 CL 20;110554197;2010;KR 7 CL 20;h_personas;-74,06561544;4,606594936
251;MEBOG;Bogota;KR 17-17 S 2, BOGOTA;KR 17 CL 17 SUR;110554199;2010;KR 17 CL 17 SUR;h_personas;-74,09452275;4,585305175
252;MEBOG;Bogota;KR 74-64I 2, BOGOTA;KR 74 CL 64 I;110554200;2010;KR 74 CL 64 I;h_personas;-74,09731383;4,68136118
253;MEBOG;Bogota;CL 44-7 96, BOGOTA;CL 44 . KR 7 96;110554201;2010;CL 44 . KR 7 96;h_personas;-74,05965506;4,631691228
254;MEBOG;Bogota;KR 9-38 S 2, BOGOTA;AK 9 CL 38 SUR;110554202;2010;AK 9 CL 38 SUR;h_personas;-74,09886937;4,564361923
255;MEBOG;Bogota;KR 7-1A S 34, BOGOTA;KR 7 CL 1 A 34 SUR;110554203;2010;KR 7 CL 1 A 34 SUR;h_personas;-74,07638567;4,584897783
256;MEBOG;Bogota;KR 32-15 S 31, BOGOTA;KR 32 CL 15 31 SUR;110554205;2010;KR 32 CL 15 31 SUR;h_personas;-74,10233832;4,596271737
257;MEBOG;Bogota;KR 11-3 25, BOGOTA;KR 11 CL 3 25;110554206;2010;KR 11 CL 3 25;h_personas;-74,07801244;4,593447682
258;MEBOG;Bogota;CL 145-11 2, BOGOTA;CL 145 KR 11;110554208;2010;CL 145 KR 11;h_personas;-74,02153796;4,72080483
259;MEBOG;Bogota;KR 88H-69 S 29, BOGOTA;KR 88 H CL 69 29 SUR;110554209;2010;KR 88 H CL 69 29 SUR;h_personas;-74,19068513;4,625838923
260;MEBOG;Bogota;CL 50-95A S 81, BOGOTA;CL 50 SUR KR 95 A 81;110554210;2010;CL 50 SUR KR 95 A 81;h_personas;-74,1792782;4,640790598
261;MEBOG;Bogota;KR 9-86 2, BOGOTA;AK 9 CL 86;110554212;2010;AK 9 CL 86;h_personas;-74,04279012;4,66809889
262;MEBOG;Bogota;KR 71D-2A 2, BOGOTA;KR 71 D OCCIDENTE CL 2 A SUR;110554213;2010;KR 71 D OCCIDENTE CL 2 A SUR;h_personas;-74,1309586;4,624825742
263;MEBOG;Bogota;KR 55A-52 S 31, BOGOTA;KR 55 A CL 52 31 SUR;110554214;2010;KR 55 A CL 52 31 SUR;h_personas;-74,13861386;4,588530128
264;MEBOG;Bogota;CL 71-69A 9, BOGOTA;CL 71 KR 69 A 9;110554215;2010;CL 71 KR 69 A 9;h_personas;-74,08926598;4,684420601
265;MEBOG;Bogota;CL 11-38 2, BOGOTA;CL 11 KR 38;110554217;2010;CL 11 KR 38;h_personas;-74,09533344;4,618434403
266;MEBOG;Bogota;CL 66-59 31, BOGOTA;CL 66 KR 59 31;110554219;2010;CL 66 KR 59 31;h_personas;-74,08617902;4,6749056
267;MEBOG;Bogota;CL 16-2 43, BOGOTA;CL 16 KR 2 43;110554220;2010;CL 16 KR 2 43;h_personas;-74,06297818;4,600456458
268;MEBOG;Bogota;KR 7-26 SE 2, BOGOTA;KR 7 E CL 26 SUR;110554221;2010;KR 7 E CL 26 SUR;h_personas;-74,07734583;4,564632922
269;MEBOG;Bogota;KR 2B-2 52, BOGOTA;KR 2 B CL 2 52;110554222;2010;KR 2 B CL 2 52;h_personas;-74,07054285;4,587405246
270;MEBOG;Bogota;CL 31-10 S 78, BOGOTA;CL 31 SUR KR 10 78;110554223;2010;CL 31 SUR KR 10 78;h_personas;-74,09519562;4,569222654
271;MEBOG;Bogota;CL 66-59 31, BOGOTA;CL 66 KR 59 31;110554224;2010;CL 66 KR 59 31;h_personas;-74,08617902;4,6749056
272;MEBOG;Bogota;KR 27-21 75, BOGOTA;KR 27 CL 21 75;110554225;2010;KR 27 CL 21 75;h_personas;-74,07877368;4,618226139
273;MEBOG;Bogota;CL 145-11 2, BOGOTA;CL 145 KR 11;110554227;2010;CL 145 KR 11;h_personas;-74,02153796;4,72080483
274;MEBOG;Bogota;CL 69-87 2, BOGOTA;CL 69 KR 87;110554230;2010;CL 69 KR 87;h_personas;-74,10342958;4,69313382
275;MEBOG;Bogota;CL 23-11 S 89, BOGOTA;CL 23 SUR KR 11 89;110554231;2010;CL 23 SUR KR 11 89;h_personas;-74,09352557;4,576962738
276;MEBOG;Bogota;CL 13-58 2, BOGOTA;CL 13 KR 58;110554234;2010;CL 13 KR 58;h_personas;-74,10538852;4,631911214
277;MEBOG;Bogota;CL 75-70F 2, BOGOTA;CL 75 KR 70 F;110554236;2010;CL 75 KR 70 F;h_personas;-74,0846069;4,689755601
278;MEBOG;Bogota;CL 134-59A 81, BOGOTA;CL 134 KR 59 A 81;110554237;2010;CL 134 KR 59 A 81;h_personas;-74,06511581;4,726272988
279;MEBOG;Bogota;CL 3-53 2, BOGOTA;CL 3 SUR KR 53 OCCIDENTE;110554240;2010;CL 3 SUR KR 53 OCCIDENTE;h_personas;-74,11231996;4,618769517
280;MEBOG;Bogota;CL 63-22 2, BOGOTA;CL 63 KR 22;110554241;2010;CL 63 KR 22;h_personas;-74,06549309;4,651360916
281;MEBOG;Bogota;CL 40-68H S 69, BOGOTA;CL 40 SUR KR 68 H 69;110554242;2010;CL 40 SUR KR 68 H 69;h_personas;-74,13702622;4,602010963
282;MEBOG;Bogota;CL 21-136 2, BOGOTA;AC 21 KR 136;110554244;2010;AC 21 KR 136;h_personas;-74,16401825;4,694110868
283;MEBOG;Bogota;KR 95A-138 58, BOGOTA;KR 95 A OCCIDENTE CL 138 58 NORTE;110554245;2010;KR 95 A OCCIDENTE CL 138 58 NORTE;h_personas;-74,08317639;4,738551366
284;MEBOG;Bogota;CL 6-73B S 97, BOGOTA;CL 6 SUR KR 73 B 97;110554246;2010;CL 6 SUR KR 73 B 97;h_personas;-74,13790454;4,624937861
285;MEBOG;Bogota;TV 151D-142C 14, BOGOTA;TR 151 D OCCIDENTE CL 142 C 14 NORTE;110554247;2010;TR 151 D OCCIDENTE CL 142 C 14 NORTE;h_personas;-74,11787718;4,752044806
286;MEBOG;Bogota;CL 178-52 15, BOGOTA;CL 178 KR 52 15;110554248;2010;CL 178 KR 52 15;h_personas;-74,04465393;4,759066011
287;MEBOG;Bogota;KR 26-12A 2, BOGOTA;KR 26 CL 12 A;110554249;2010;KR 26 CL 12 A;h_personas;-74,08400231;4,610489861
288;MEBOG;Bogota;CL 6-30 2, BOGOTA;CL 6 KR 30;110554250;2010;CL 6 KR 30;h_personas;-74,09234346;4,607568039
289;MEBOG;Bogota;KR 87B-19A 66, BOGOTA;KR 87 B CL 19 A 66;110554251;2010;KR 87 B CL 19 A 66;h_personas;-74,12758654;4,664997546
290;MEBOG;Bogota;CL 40-72F S 46, BOGOTA;CL 40 SUR KR 72 F 46;110554252;2010;CL 40 SUR KR 72 F 46;h_personas;-74,13888568;4,604928747
291;MEBOG;Bogota;KR 51A-127 75, BOGOTA;KR 51 A CL 127 75;110554253;2010;KR 51 A CL 127 75;h_personas;-74,0537595;4,709857354
292;MEBOG;Bogota;KR 7-10 2, BOGOTA;KR 7 CL 10;110554254;2010;KR 7 CL 10;h_personas;-74,07017408;4,597815241
293;MEBOG;Bogota;KR 3-76 2, BOGOTA;AK 3 KR 76;110554255;2010;AK 3 KR 76;h_personas;-74,04420523;4,656144756
294;MEBOG;Bogota;CL 95-71 2, BOGOTA;CL 95 KR 71;110554256;2010;CL 95 KR 71;h_personas;-74,07606104;4,695323329
295;MEBOG;Bogota;CL 19-5 25, BOGOTA;CL 19 KR 5 25;110554257;2010;CL 19 KR 5 25;h_personas;-74,0649962;4,604988073
296;MEBOG;Bogota;CL 17-127 2, BOGOTA;CL 17 KR 127;110554258;2010;CL 17 KR 127;h_personas;-74,15715999;4,690021507
297;MEBOG;Bogota;CL 154A-99 85, BOGOTA;CL 154 A KR 99 85;110554259;2010;CL 154 A KR 99 85;h_personas;-74,08225229;4,754677561
298;MEBOG;Bogota;KR 16A-35A S 18, BOGOTA;KR 16 A CL 35 A 18 SUR;110554260;2010;KR 16 A CL 35 A 18 SUR;h_personas;-74,11090403;4,573853196
299;MEBOG;Bogota;KR 16A-35A S 18, BOGOTA;KR 16 A CL 35 A 18 SUR;110554261;2010;KR 16 A CL 35 A 18 SUR;h_personas;-74,11090403;4,573853196
300;MEBOG;Bogota;CL 53-12A S 20, BOGOTA;CL 53 SUR KR 12 A 20;110554262;2010;CL 53 SUR KR 12 A 20;h_personas;-74,12001792;4,560815327
301;MEBOG;Bogota;CL 2-8 25, BOGOTA;CL 2 KR 8 25;110554263;2010;CL 2 KR 8 25;h_personas;-74,07598497;4,590156852
302;MEBOG;Bogota;CL 73-10 10, BOGOTA;CL 73 KR 10 10;110554264;2010;CL 73 KR 10 10;h_personas;-74,05136504;4,658232116
303;MEBOG;Bogota;CL 72A-92 S 34, BOGOTA;CL 72 A SUR KR 92 34;110554265;2010;CL 72 A SUR KR 92 34;h_personas;-74,19015803;4,614993924
304;MEBOG;Bogota;CL 65D-79C S 90, BOGOTA;CL 65 D SUR KR 79 C 90;110554266;2010;CL 65 D SUR KR 79 C 90;h_personas;-74,18023028;4,607199236
305;MEBOG;Bogota;KR 7BIS-124 76, BOGOTA;KR 7 BIS CL 124 76;110554267;2010;KR 7 BIS CL 124 76;h_personas;-74,02377257;4,701107787
306;MEBOG;Bogota;KR 1-18A 96, BOGOTA;KR 1 CL 18 A 96;110554269;2010;KR 1 CL 18 A 96;h_personas;-74,06045945;4,602718502
307;MEBOG;Bogota;CL 53-24 2, BOGOTA;CL 53 KR 24;110554271;2010;CL 53 KR 24;h_personas;-74,06826301;4,642296847
308;MEBOG;Bogota;KR 12B-12 S 2, BOGOTA;KR 12 B CL 12 SUR;110554273;2010;KR 12 B CL 12 SUR;h_personas;-74,0878092;4,584907255
309;MEBOG;Bogota;KR 69B-66 31, BOGOTA;KR 69 B CL 66 31;110554274;2010;KR 69 B CL 66 31;h_personas;-74,09297384;4,680323069
310;MEBOG;Bogota;DG 69BBIS-18J S 95, BOGOTA;DG 69 BBIS SUR KR 18 J 95;110554275;2010;DG 69 BBIS SUR KR 18 J 95;h_personas;-74,14293679;4,550394819
311;MEBOG;Bogota;KR 27-10 2, BOGOTA;KR 27 CL 10;110554276;2010;KR 27 CL 10;h_personas;-74,08669954;4,608671399
312;MEBOG;Bogota;KR 112-72D 12, BOGOTA;KR 112 OCCIDENTE CL 72 D 12 NORTE;110554277;2010;KR 112 OCCIDENTE CL 72 D 12 NORTE;h_personas;-74,11924047;4,715464821
313;MEBOG;Bogota;KR 3-9 2, BOGOTA;KR 3 CL 9;110554278;2010;KR 3 CL 9;h_personas;-74,0672097;4,59469834
314;MEBOG;Bogota;CL 6-41A 2, BOGOTA;CL 6 KR 41 A;110554279;2010;CL 6 KR 41 A;h_personas;-74,09981158;4,617480441
315;MEBOG;Bogota;DG 167-12 2, BOGOTA;DG 167 KR 12;110554280;2010;DG 167 KR 12;h_personas;-74,02883995;4,74632031
316;MEBOG;Bogota;CL 59-104 S 2, BOGOTA;CL 59 KR 104 SUR;110554281;2010;CL 59 KR 104 SUR;h_personas;-74,19270378;4,641196611
317;MEBOG;Bogota;KR 100B-75B 30, BOGOTA;KR 100 B OCCIDENTE CL 75 B 30 NORTE;110554284;2010;KR 100 B OCCIDENTE CL 75 B 30 NORTE;h_personas;-74,10812051;4,709756722
318;MEBOG;Bogota;CL 127-50 77, BOGOTA;CL 127 KR 50 77;110554286;2010;CL 127 KR 50 77;h_personas;-74,05350916;4,707910141
319;MEBOG;Bogota;CL 45-72B S 17, BOGOTA;CL 45 S SUR KR 72 B 17;110554289;2010;CL 45 S SUR KR 72 B 17;h_personas;-74,14235461;4,599419785
320;MEBOG;Bogota;CL 135-7 76, BOGOTA;CL 135 KR 7 76;110554291;2010;CL 135 KR 7 76;h_personas;-74,02469884;4,714597499
321;MEBOG;Bogota;CL 80-116B 50, BOGOTA;CL 80 KR 116 B 49;110554294;2010;CL 80 KR 116 B 49;h_personas;-74,11806425;4,725580578
322;MEBOG;Bogota;CL 74-10 33, BOGOTA;CL 74 KR 10 33;110554295;2010;CL 74 KR 10 33;h_personas;-74,0512208;4,658899208
323;MEBOG;Bogota;CL 13-22 S 2, BOGOTA;CL 13 SUR KR 22;110554296;2010;CL 13 SUR KR 22;h_personas;-74,09495046;4,590113167
324;MEBOG;Bogota;CL 2-53F 2, BOGOTA;CL 2 KR 53 F;110554298;2010;CL 2 KR 53 F;h_personas;-74,11533265;4,615765603
325;MEBOG;Bogota;CL 50-19 20, BOGOTA;CL 50 KR 19 20;110554301;2010;CL 50 KR 19 20;h_personas;-74,06558334;4,638721843
326;MEBOG;Bogota;CL 147-91 52, BOGOTA;CL 147 KR 91 52;110554302;2010;CL 147 KR 91 52;h_personas;-74,07830524;4,745118291
327;MEBOG;Bogota;CL 79-62 2, BOGOTA;CL 79 KR 62;110554303;2010;CL 79 KR 62;h_personas;-74,07710715;4,686551439
328;MEBOG;Bogota;KR 5-23 2, BOGOTA;KR 5 CL 23;110554306;2010;KR 5 CL 23;h_personas;-74,06298392;4,608450406
329;MEBOG;Bogota;CL 7-21 2, BOGOTA;CL 7 KR 21;110554307;2010;CL 7 KR 21;h_personas;-74,08510945;4,603292097
330;MEBOG;Bogota;KR 30-26 2, BOGOTA;KR 30 CL 26;110554308;2010;KR 30 CL 26;h_personas;-74,07514768;4,627524105
331;MEBOG;Bogota;KR 16A-78 10, BOGOTA;KR 16 A CL 78 10;110554309;2010;KR 16 A CL 78 10;h_personas;-74,05354431;4,665522146
332;MEBOG;Bogota;CL 39-68L S 2, BOGOTA;CL 39 SUR KR 68 L;110554310;2010;CL 39 SUR KR 68 L;h_personas;-74,13492609;4,606770919
333;MEBOG;Bogota;KR 87B-38A S 17, BOGOTA;KR 87 B CL 38 A 17 SUR;110554311;2010;KR 87 B CL 38 A 17 SUR;h_personas;-74,15937441;4,636979395
334;MEBOG;Bogota;KR 76B-90A 36, BOGOTA;KR 76 B CL 90 A 36;110554313;2010;KR 76 B CL 90 A 36;h_personas;-74,08627907;4,709366441
335;MEBOG;Bogota;CL 45-17 2, BOGOTA;CL 45 KR 17;110554314;2010;CL 45 KR 17;h_personas;-74,06490597;4,633595324
336;MEBOG;Bogota;KR 1-75 S 8, BOGOTA;KR 1 CL 75 8 SUR;110554315;2010;KR 1 CL 75 8 SUR;h_personas;-74,11463431;4,508939899
337;MEBOG;Bogota;CL 36-79B S 46, BOGOTA;CL 36 SUR KR 79 B 46;110554316;2010;CL 36 SUR KR 79 B 46;h_personas;-74,14979105;4,62785564
338;MEBOG;Bogota;KR 15-63 2, BOGOTA;AK 15 CL 63;110554317;2010;AK 15 CL 63;h_personas;-74,05992951;4,650310553
339;MEBOG;Bogota;KR 121-63D 2, BOGOTA;KR 121 OCCIDENTE CL 63 D NORTE;110554318;2010;KR 121 OCCIDENTE CL 63 D NORTE;h_personas;-74,13815795;4,713095874
340;MEBOG;Bogota;KR 13-38 2, BOGOTA;KR 13 CL 38;110554319;2010;KR 13 CL 38;h_personas;-74,06165445;4,626433468
341;MEBOG;Bogota;KR 100-50B S 45, BOGOTA;KR 100 CL 50 B 45 SUR;110554320;2010;KR 100 CL 50 B 45 SUR;h_personas;-74,17412889;4,628579446
342;MEBOG;Bogota;CL 9-3 15, BOGOTA;CL 9 KR 3 15;110554321;2010;CL 9 KR 3 15;h_personas;-74,0674559;4,594723604
